# Voltage (V), Field (mT), Current (A), Field (mT)
5.353535353535352925e+00, 5.848999999999999773e+02, 2.079199518519448286e+00, 5.509459918994443797e+02
5.555555555555555358e+00, 5.968999999999999773e+02, 2.159194685245325651e+00, 5.636914005114371093e+02
5.757575757575757791e+00, 6.105999999999999091e+02, 2.239189851971203904e+00, 5.772149503928679906e+02
5.959595959595958448e+00, 6.225999999999999091e+02, 2.319185018697081713e+00, 5.884992486869501818e+02
6.161616161616162657e+00, 6.332000000000000455e+02, 2.399180185422959966e+00, 5.995231151757460566e+02
6.363636363636363313e+00, 6.455000000000000000e+02, 2.479175352148838218e+00, 6.104340753758086748e+02
6.565656565656563970e+00, 6.563999999999998636e+02, 2.559170518874716471e+00, 6.213538714553405953e+02
6.767676767676768179e+00, 6.660999999999999091e+02, 2.639165685600594724e+00, 6.316913151706957024e+02
6.969696969696968836e+00, 6.775000000000000000e+02, 2.719160852326471201e+00, 6.418723220063345707e+02
7.171717171717173045e+00, 6.866999999999999318e+02, 2.799156019052349453e+00, 6.517904892987924086e+02
7.373737373737373701e+00, 6.971999999999999318e+02, 2.879151185778227706e+00, 6.612560929114429200e+02
7.575757575757574358e+00, 7.058999999999998636e+02, 2.959146352504105959e+00, 6.705561086400005024e+02
7.777777777777778567e+00, 7.156000000000000227e+02, 3.039141519229984212e+00, 6.798971188553941829e+02
7.979797979797979224e+00, 7.241000000000000227e+02, 3.119136685955862021e+00, 6.882615841389572324e+02
8.181818181818179880e+00, 7.323999999999998636e+02, 3.199131852681740273e+00, 6.965707696729168674e+02
8.383838383838384090e+00, 7.405999999999999091e+02, 3.279127019407618526e+00, 7.045698153525330554e+02
8.585858585858584746e+00, 7.483999999999998636e+02, 3.359122186133496779e+00, 7.124571344397131725e+02
8.787878787878788955e+00, 7.560000000000001137e+02, 3.439117352859375032e+00, 7.201797310633623965e+02
8.989898989898989612e+00, 7.636999999999999318e+02, 3.519112519585251508e+00, 7.275916695059709127e+02
9.191919191919190268e+00, 7.709999999999998863e+02, 3.599107686311129761e+00, 7.350146372130664076e+02
9.393939393939394478e+00, 7.783999999999999773e+02, 3.679102853037008014e+00, 7.421202440955096336e+02
9.595959595959595134e+00, 7.856999999999999318e+02, 3.759098019762886267e+00, 7.492506260934704869e+02
9.797979797979799343e+00, 7.926000000000001364e+02, 3.839093186488764076e+00, 7.563711091254318717e+02
1.000000000000000000e+01, 7.996999999999999318e+02, 3.919088353214642328e+00, 7.633007407397046791e+02
